uri,author,replying_to,text,created_at,depth,likes,reposts
at://did:plc:om6shkirnjfiogkzpw5eremo/app.bsky.feed.post/3mliqoyhwf227,fille13.bsky.social,anonleeks.bsky.social,I hope they live in Houston or Austin.,2026-05-10T12:21:03.773Z,3,0,0
at://did:plc:5k3oeu6crnmur6c7jvlcfzvs/app.bsky.feed.post/3mlhqcluqlc2f,anonleeks.bsky.social,fille13.bsky.social,south west states should be very concerned for the rodent carrying kind,2026-05-10T02:41:28.170Z,2,1,0
at://did:plc:om6shkirnjfiogkzpw5eremo/app.bsky.feed.post/3mliqqpfil227,fille13.bsky.social,anonleeks.bsky.social,South west states already are. My Mom lives in Arizona. They call it Valley Fever.,2026-05-10T12:22:01.365Z,3,2,0
at://did:plc:oke77rabm52avwcq4ggrrqii/app.bsky.feed.post/3mlgo24ntyc2x,thepeterbriggs.bsky.social,deechan17.bsky.social,"High MSU index.  (""Maple Syrup Immunity."")",2026-05-09T16:28:16.557Z,1,0,0
at://did:plc:o2xkbs4y6tho7sac7fhlrxtd/app.bsky.feed.post/3mlj2c5o63k24,blackpearl41.bsky.social,deechan17.bsky.social,I'm going to have to keep watching the Canadian reports since we can't rely on ours...,2026-05-10T15:12:50.419Z,1,0,0
at://did:plc:n3xjj5baqw7vulkth5wpzycb/app.bsky.feed.post/3mlhjcd2pws2z,berush6.bsky.social,deechan17.bsky.social,"More focus on bird flu!!!
It’s hopping species all over the place!",2026-05-10T00:36:02.736Z,1,3,0
at://did:plc:mtgyhurec7ymu432nqclicuw/app.bsky.feed.post/3mlhey3bsps2j,queergold.bsky.social,deechan17.bsky.social,Thanks for this very accurate and grounded take. Seriously. There’s a lot of disinformation/misinformation rn about it.,2026-05-09T23:18:44.067Z,1,0,0
at://did:plc:moqfuu5wehzfz2btwzbvjnzr/app.bsky.feed.post/3mlhksgzfvs2r,lxxxvi-xlvii-now.bsky.social,deechan17.bsky.social,"Hopefully, orange pedophiles are at high risk.",2026-05-10T01:02:57.500Z,1,1,0
at://did:plc:mmwlekhu4ribpvlgh775nn4o/app.bsky.feed.post/3mlhppfmvbk2p,thommurphy.bsky.social,deechan17.bsky.social,Free Palestine,2026-05-10T02:30:44.087Z,1,0,0
at://did:plc:lhw753ahm7rz7ze4nofbdlzn/app.bsky.feed.post/3mlggz5mfps2l,mannycat.bsky.social,deechan17.bsky.social,this makes me very nervous!!!,2026-05-09T14:22:27.812Z,1,4,0
at://did:plc:k6xiqvxfnszd6hvxyd5gtp6k/app.bsky.feed.post/3mlhdrtwgvk2v,foriscream.bsky.social,deechan17.bsky.social,Thats exactly how the coronavirus started though...,2026-05-09T22:57:21.287Z,1,8,1
at://did:plc:k6xiqvxfnszd6hvxyd5gtp6k/app.bsky.feed.post/3mlhdugd7u22v,foriscream.bsky.social,foriscream.bsky.social,"Then it turned out that we had secretly spread it around the US and were blaming China for it, who all our most half cooked biologists were tripping over themselves to blame",2026-05-09T22:58:47.688Z,2,6,1
at://did:plc:flztnp4jahyb467phvez6fna/app.bsky.feed.post/3mlhtmhblsc2h,nintendopro03.bsky.social,foriscream.bsky.social,"People need to understand that COVID was low-risk in late 2019. Just because a virus is low-risk, doesn’t mean it won’t develop into a pandemic.",2026-05-10T03:40:40.118Z,2,1,0
at://did:plc:lsd2djttklqjr52boms7l4lo/app.bsky.feed.post/3mljdkdnvxc2n,tinni-tus.bsky.social,nintendopro03.bsky.social,Coronaviruses and Hantaviruses are also very different.,2026-05-10T17:58:28.825Z,3,1,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mlh2tyiyvc2t,123456-20.bsky.social,deechan17.bsky.social,"The risk was ""low"" when COVID started...until it was obvious it was high.",2026-05-09T20:17:29.522Z,1,1,0
at://did:plc:j6yjvqbtvjk6d7yvmo42kahl/app.bsky.feed.post/3mlgdghtecc2z,steve5kxc.bsky.social,deechan17.bsky.social,Very low for every nationality,2026-05-09T13:18:19.765Z,1,2,0
at://did:plc:zzoynxft7iqn6he2wazcp42h/app.bsky.feed.post/3mlgry4y5nc2y,andygates.bsky.social,steve5kxc.bsky.social,But I thought it was because they were so polite?,2026-05-09T17:38:44.754Z,2,0,0
at://did:plc:iqfdqthkrvhigvy2hht3hprz/app.bsky.feed.post/3mljaybjpqs2a,big-steppa.bsky.social,deechan17.bsky.social,Another dumb outbreak that definitely wasn’t on purpose to create another pandemic so we can all stay indoors while they destroy gas prices,2026-05-10T17:12:35.128Z,1,0,0
at://did:plc:iobu2rviizepn2smhs3bfjh5/app.bsky.feed.post/3mlizmzn6a22a,hubertlaneite.bsky.social,deechan17.bsky.social,Risk of hantavirus is very low for absolutely everyone…!,2026-05-10T15:01:01.561Z,1,0,0
at://did:plc:i6c2ohzklgrrohgec4tfldaa/app.bsky.feed.post/3mlix7mgzp225,illuminati-ganga.bsky.social,deechan17.bsky.social,what about if you join the U.S?,2026-05-10T14:17:44.036Z,1,0,0
at://did:plc:hvio4jxfakf4zet6fwljmnwj/app.bsky.feed.post/3mlhp6arwms2h,2319-70.bsky.social,deechan17.bsky.social,"Uh huh, suuuuuuuuure, just like covid, down play it, be they're protecting the money trail",2026-05-10T02:21:08.584Z,1,0,0
at://did:plc:gyzxffgiq7n75usyzxujx6py/app.bsky.feed.post/3mlhsh35azk2e,nicolemarie.bsky.social,deechan17.bsky.social,Sure. And Covid isn’t airborne.,2026-05-10T03:19:45.879Z,1,0,0
at://did:plc:gdmnpwkwzlkwnwsjpxlrdfyt/app.bsky.feed.post/3mlizpvyqe22m,skol87.bsky.social,deechan17.bsky.social,"Low for Canada and low for the world
Hantavirus is not a pandemic risk virus.
It's a dangerous virus but has zero chance of becoming a pandemic because it very rarely spreads.

This does not mean you cant get it if you come into contact with them, it just means it wont become a pandemic.
Fearmongers",2026-05-10T15:02:38.408Z,1,0,0
at://did:plc:fiyonztgtrw4fn7lctnhv3bf/app.bsky.feed.post/3mlh6n7i77c2v,cchhccaa.bsky.social,deechan17.bsky.social,"Ah, right, of course, because borders are known to stop viruses.",2026-05-09T21:25:16.921Z,1,0,0
at://did:plc:evmeaijssibuim4dhaccv2tw/app.bsky.feed.post/3mlgt6xc2nc2i,wildbore101.bsky.social,deechan17.bsky.social,🤣 thanks 2 felon 45/7. Well he's certainly reduced the risk 4 🇨🇦s,2026-05-09T18:00:27.409Z,1,1,0
at://did:plc:ekjuj6rts3nrlvmdtqdssgvz/app.bsky.feed.post/3mlhul6yvos2z,aklepp.bsky.social,deechan17.bsky.social,Can you ask how our chances down here are with it.  I don’t trust any of the morons in charge of the federal government at any level right now.,2026-05-10T03:57:51.631Z,1,1,0
at://did:plc:cwgl4htycnjb2xnkgw7ead2w/app.bsky.feed.post/3mlgd4kes3c2q,dr-atomic.bsky.social,deechan17.bsky.social,I can't believe how people are going off the edge on this hantavirus thing. Viruses spread like wildfire on ships. It doesn't mean anything for what's going to happen on the shore. Get a freaking grip.,2026-05-09T13:12:46.890Z,1,3,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mlh362eius2t,123456-20.bsky.social,dr-atomic.bsky.social,That's what they said about COVID.,2026-05-09T20:23:07.016Z,2,2,0
at://did:plc:cwgl4htycnjb2xnkgw7ead2w/app.bsky.feed.post/3mlh46yzeqk2y,dr-atomic.bsky.social,123456-20.bsky.social,Enjoy your self impressed anxiety.,2026-05-09T20:41:32.898Z,3,1,0
at://did:plc:u4gnobhrk4eczewxwvxa4e2s/app.bsky.feed.post/3mljdsyukck2n,guboya.bsky.social,dr-atomic.bsky.social,"What do you know of the pathology of this virus? They also mutate. Am I freaking out completely? No, but America is ripe for a disaster of this very nature.",2026-05-10T18:03:19.498Z,4,1,0
at://did:plc:lsd2djttklqjr52boms7l4lo/app.bsky.feed.post/3mljdzqlukk2n,tinni-tus.bsky.social,guboya.bsky.social,Yes but the disaster will almost certainly come from a flu virus or another coronavirus. Not a fucking virus that to our knowledge has litterally never caused far reaching pandemics.,2026-05-10T18:07:05.706Z,5,2,0
at://did:plc:u4gnobhrk4eczewxwvxa4e2s/app.bsky.feed.post/3mljfjtof5s2q,guboya.bsky.social,tinni-tus.bsky.social,"Well that’s just it. They know very little of it, but two things we do know. It needs close proximity to spread and it has jumped human to human on rare occasions. But if you get it, it does have a 30% mortality rate and an incubation period of up to 45 days.",2026-05-10T18:33:59.548Z,6,1,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mljhqujojk2q,123456-20.bsky.social,guboya.bsky.social,"If ""close proximity"" is flying on the same plane, then it will spread easily.",2026-05-10T19:13:42.807Z,7,1,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mljhlolrjs2q,123456-20.bsky.social,tinni-tus.bsky.social,"The key is ""to our knowledge.""",2026-05-10T19:10:48.812Z,6,0,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mlhbdzrtoc2t,123456-20.bsky.social,dr-atomic.bsky.social,What a short memory you have that you've forgotten them trying to reassure us there was nothing to worry about COVID.,2026-05-09T22:13:50.181Z,4,5,0
at://did:plc:lsd2djttklqjr52boms7l4lo/app.bsky.feed.post/3mljeghovs22n,tinni-tus.bsky.social,123456-20.bsky.social,What exactly will giving yourself an anxiety attack accomplish here.,2026-05-10T18:14:12.577Z,5,1,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mljholufds2q,123456-20.bsky.social,tinni-tus.bsky.social,"It's not an anxiety attack. It's willingness to prepare. Just because I am prepared does not mean I am suffering from anxiety. Just like with COVID, it's the ignorant who are more likely to die.",2026-05-10T19:12:26.612Z,6,1,0
at://did:plc:hvio4jxfakf4zet6fwljmnwj/app.bsky.feed.post/3mlhpcvjtz22h,2319-70.bsky.social,dr-atomic.bsky.social,"Self impressed? Ok bro, you first",2026-05-10T02:23:44.557Z,4,1,0
at://did:plc:bqjhpr4gxcmskfrgio5cq2oe/app.bsky.feed.post/3mlhgeikwa223,dianhanf.bsky.social,deechan17.bsky.social,"Canada already has an endemic hantavirus with Sin Nombre virus in deer mice. Andes virus, the main human pathogenic hantavirus in South America, only rarely spreads person to person. The flight attendant is negative. So risk is low",2026-05-09T23:43:34.392Z,1,1,0
at://did:plc:ax6jjkrsvmulvh6fmczdd7wq/app.bsky.feed.post/3mlgz3v4kes2u,myreen.bsky.social,deechan17.bsky.social,Pretty sure the risk is the same for anyone including canadians,2026-05-09T19:46:06.919Z,1,0,0
at://did:plc:a754vbdlhvue2ctatdmr55ec/app.bsky.feed.post/3mlizi7a3xs26,wart67.bsky.social,deechan17.bsky.social,…. For now.,2026-05-10T14:58:19.652Z,1,0,0
at://did:plc:6bdbjy3u7ilxcphmjznmcrnm/app.bsky.feed.post/3mlhpgjq2gk2m,giselefd.bsky.social,deechan17.bsky.social,We need other countries to give us actual information about this. Sad. I,2026-05-10T02:25:46.395Z,1,0,0
at://did:plc:5kh75t62mevfbs2igmbcm3nn/app.bsky.feed.post/3mlgekxoahk2a,thecrimsonhornet.bsky.social,deechan17.bsky.social,"They are out there. The depraved loons attempting to create another pandemic, lock us down and control our lives.

Not again. Not in my lifetime.",2026-05-09T13:38:44.335Z,1,0,0
at://did:plc:3xepiia4o2vi72cspauocraa/app.bsky.feed.post/3mlhtf6hdls26,djtahoe.bsky.social,deechan17.bsky.social,Y'all know how vaccines work,2026-05-10T03:36:35.984Z,1,0,0
at://did:plc:3os64x6j74mki7j4nyksp2dm/app.bsky.feed.post/3mlkjnr3igk2x,ellenlovesrich.bsky.social,tinni-tus.bsky.social,"Hantavirus is an RNA virus, just like the coronavirus … RNA viruses can mutate more quickly than DNA viruses … I don’t see the harm in recommending a more cautious approach …",2026-05-11T05:20:25.754Z,3,2,0
at://did:plc:m5uo3ifv4x2jtjaeuf5fksu5/app.bsky.feed.post/3mllljy7mwk2s,elonisugly.bsky.social,ellenlovesrich.bsky.social,Plagues have been a thing throughout human history. Not impossible for something to mutate into the ranks of plague status,2026-05-11T15:26:46.235Z,4,0,0
at://did:plc:lsd2djttklqjr52boms7l4lo/app.bsky.feed.post/3mll5io5kb22s,tinni-tus.bsky.social,ellenlovesrich.bsky.social,Caution is already taken regarding the ship. For the avarage person there really isnt anything to really be done,2026-05-11T11:15:29.740Z,4,0,0
at://did:plc:5ur5lezh4jzzdcjboqc4gtcm/app.bsky.feed.post/3mlhrlwakzk2b,napalmnacey.bsky.social,ellenlovesrich.bsky.social,At that time they were correct.,2026-05-10T03:04:34.775Z,2,0,0
at://did:plc:drto6ja5dn3oy6lhh4pyukyf/app.bsky.feed.post/3mliymoylmk2m,calinewfie.bsky.social,napalmnacey.bsky.social,Not really. We all saw the news from Asian provinces very early. The precautions were delayed to what most suspect was a lack of PPE.,2026-05-10T14:42:56.658Z,3,1,0
at://did:plc:3os64x6j74mki7j4nyksp2dm/app.bsky.feed.post/3mlhrrskf722u,ellenlovesrich.bsky.social,napalmnacey.bsky.social,"They made a statement of certainty when, based on past evidence, things were anything but certain …",2026-05-10T03:07:52.228Z,3,2,0
at://did:plc:3omcw5vcxdq3ep25kaklb7oj/app.bsky.feed.post/3mlhje6dl5s2k,arthurcraven.bsky.social,deechan17.bsky.social,"The US is so unstable that it’s no longer possible to predict but the statement from Canada is consistent with what is known. It is always a case of ‘Don’t Panic’ and wait and see. 

Th best guide to truth is, is it a political or is it a scientific empirical statement.",2026-05-10T00:37:04.891Z,1,2,0
at://did:plc:lsd2djttklqjr52boms7l4lo/app.bsky.feed.post/3mljeikxas22n,tinni-tus.bsky.social,arthurcraven.bsky.social,In this case there really isnt anything else to do assuming you arent one of the few people on the ship or caring for people on the ship.,2026-05-10T18:15:23.104Z,2,1,0
at://did:plc:3oac5hcez5edkt2xqvkdtric/app.bsky.feed.post/3mlgk6w2pbs24,gontry.bsky.social,deechan17.bsky.social,Deeply cold winters discourage it. But the world is warming.,2026-05-09T15:19:22.444Z,1,4,0
at://did:plc:2jhng2ewjr2qa5omvpr3uzkn/app.bsky.feed.post/3mlhad6h6ak2s,trmyerscough.bsky.social,deechan17.bsky.social,"In the UK the passengers have been placed in a hospital unit which was used during Covid. But, one weak link - America, where we all suspect there will be no precautions, meaning those who could be infectious will be untraced etc",2026-05-09T21:55:27.779Z,1,7,0
at://did:plc:2ffkp7r5ciraavul4j7rczbk/app.bsky.feed.post/3mlgrgqg5ps2g,andeeharry1.bsky.social,deechan17.bsky.social,"so far it is, good to keep watch as that's what they said with Coronavirus anyway. The Hantavirus cruise crisis had been going on for a month, became international news two weeks ago and became recognised two days ago after an argument with the Canary Island officials. Hopefully this will blow over",2026-05-09T17:29:01.156Z,1,2,0
at://did:plc:wvjjkelmpfoh5occpsib4ep4/app.bsky.feed.post/3mlnl7qkhsc2t,missingthept.bsky.social,,We expect to record more hantavirus cases due to the density of American leadership.,2026-05-12T10:26:22.134Z,0,39,1
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofosgxgs2a,ylepidemiologist.bsky.social,,"1/ Hantavirus update as of May 12, 11am PDT:
Currently, ~40 people are being monitored and quarantined in the United States for hantavirus exposure. This includes the 18 Americans who landed safely in Nebraska yesterday by private transport after disembarking from the cruise ship.",2026-05-12T18:20:04.716Z,0,70,33
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofou75c22a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,2/ 15 of those passengers have no symptoms and are in the Nebraska quarantine center. 1 person tested positive and is in the Nebraska biocontainment unit.,2026-05-12T18:20:04.717Z,1,11,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofouzwpk2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"3/ Two passengers went to the Atlanta biocontainment unit, one with mild symptoms, and one with no symptoms. Importantly, symptoms of a cold or stomach bug may warrant a visit to this unit. This is what happened with the flight attendant who had symptoms but ultimately tested negative for hanta.",2026-05-12T18:20:04.718Z,2,12,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofouzyo22a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"4/ There are also 7 Americans who were on the ship after the initial case died, but before health authorities knew this was an outbreak, quarantining at home, as well as ~11 people exposed to these cruise passengers while flying. None have symptoms, & all are in close contact with health authorities",2026-05-12T18:20:04.719Z,3,15,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtkzk2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,5/ I know a lot of concern right now is centered around those 7 Americans. People are understandably worried that they flew on commercial planes and are now out in the world.,2026-05-12T18:20:04.720Z,4,15,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtmy22a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"6/ Here’s what we know: None of those individuals have symptoms, and they also wouldn't have had symptoms while traveling. That’s important because, in every documented human-to-human transmission event we’ve studied so far, spread occurred from people who were symptomatic.",2026-05-12T18:20:04.721Z,5,20,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtnxc2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"7/ It's true that we still don’t know the exact moment a person becomes infectious. This is a rare disease, so the amount of data on person-to-person transmission in Andes is limited. But the evidence we do have points toward transmission occurring during the early symptomatic phase of illness.",2026-05-12T18:20:04.722Z,6,17,1
at://did:plc:wcroq5hg3bvolnlpmblalap7/app.bsky.feed.post/3mlogfalu4c2i,cozamarsh.bsky.social,ylepidemiologist.bsky.social,"Given the high mortality rate of Andes hantavirus, the scant evidence on the precise moment someone becomes infectious, the difficulty in recognizing when vague symptoms like fatigue begin, we need to apply the precautionary principle.

Yesterday an asymptomatic passenger from Spain tested positive.",2026-05-12T18:32:37.757Z,7,1,0
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtowk2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"8/ Previous data shows this virus doesn't spread easily between humans. Even in prior outbreaks where transmission occurred, spread dropped dramatically once isolation, quarantine, and contact tracing measures were implemented.",2026-05-12T18:20:04.723Z,7,16,0
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtpvs2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"9/ So am I worried about those 7 people? Right now, no. They're being actively monitored by state health departments, and there’s no indication that anyone is uncooperative.",2026-05-12T18:20:04.724Z,8,15,2
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtpvt2a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,10/  I would start to worry if we began seeing infections in people who had no meaningful connection to the ship or to a known case. We haven’t seen that happen.,2026-05-12T18:20:04.725Z,9,23,6
at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3mlofovtqv32a,ylepidemiologist.bsky.social,ylepidemiologist.bsky.social,"11/ I've also seen a lot of people worried about what “close contact” actually means with Andes virus, so let's look at what we do and don't know. CDC generally defines it as being within 6 feet of someone for more than 15 minutes, especially during the symptomatic phase of illness.",2026-05-12T18:20:04.726Z,10,16,2
at://did:plc:lgegb6vw3dmkez6mccz373zk/app.bsky.feed.post/3mloguvter226,mercurialme.bsky.social,ylepidemiologist.bsky.social,We will see.  No faith or trust in government to tell us the truth.,2026-05-12T18:41:23.340Z,1,1,0
at://did:plc:amikqngvoih4h2rdlvpupvcv/app.bsky.feed.post/3mlogqb2bc22o,missbee3.bsky.social,ylepidemiologist.bsky.social,I think you may put to much faith in known liars,2026-05-12T18:38:47.327Z,1,0,0
at://did:plc:cwwsr7cywtlwrthpkjipia2z/app.bsky.feed.post/3mlofutipw225,lonelywriteridiot.bsky.social,malaslenguastve.bsky.social,She's so ugly,2026-05-12T18:23:27.153Z,1,0,0
at://did:plc:5y5mgzgs2kx63mqc5gcz2n3v/app.bsky.feed.post/3mlmjuln4lk2l,physiciandemocracy.medsky.social,,www.newsweek.com/hantavirus-a...,2026-05-12T00:29:34.396Z,0,23,10
at://did:plc:ndio2u4av7hyzevoaxbxhpem/app.bsky.feed.post/3mlmqkvnusc2b,bostongayboy.bsky.social,,me talking about hantavirus:,2026-05-12T02:29:25.558Z,0,20,2
at://did:plc:xwlzumoeoeruhlc6heqbhiz4/app.bsky.feed.post/3mlmteevbzc2x,blakethebutcher.bsky.social,bostongayboy.bsky.social,Smh joking about literally anything while stuff is happening smh,2026-05-12T03:19:27.874Z,1,0,0
at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mlnzhvjwds2k,who.int,,"Update on #hantavirus:

As of 12 May, 12h00 CEST, a total of 11 cases, including 3 deaths, have been reported. Nine of the 11 cases are confirmed, and the other 2 are probable. All are among passengers or crew on the ship.

1️⃣",2026-05-12T14:41:28.178Z,0,119,41
at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mlnzhxaqas2k,who.int,who.int,"2️⃣

We expect more cases given the dynamics of spread on a ship and the virus’ incubation period.

At the moment, there is no sign that we are seeing the start of a larger outbreak.

#hantavirus",2026-05-12T14:41:28.179Z,1,50,9
at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mlnzhxas7c2k,who.int,who.int,"3️⃣

Passengers and crew are being followed up in their countries, where WHO recommends a 42-day quarantine at home or in a facility starting from day of departure from the ship.
 
WHO Technical Note for the disembarkation & onward management of MV Hondius passengers & crew bit.ly/4u1BT5I

#hantavirus",2026-05-12T14:41:28.180Z,2,46,11
at://did:plc:fvkssiepnq6p6ykikckannti/app.bsky.feed.post/3mlo7q6elu22g,hbaileyshy.bsky.social,who.int,Thank you for the updates!,2026-05-12T16:33:28.329Z,1,0,0
at://did:plc:qpr4gjglvtxexsaqpbwtna6w/app.bsky.feed.post/3mlmysxksx22t,mcopelov.bsky.social,,QRP with the doctors you'd trust leading the hantavirus response instead of RFK Jr.,2026-05-12T04:57:05.924Z,0,49,4
at://did:plc:cyfqsz7gb5xllt2vofbt6f7e/app.bsky.feed.post/3mlnainsub22i,skilleahy.bsky.social,mcopelov.bsky.social,QRP with the doctors you'd trust leading the hantavirus response instead of RFK Jr.,2026-05-12T07:14:30.093Z,1,0,0
at://did:plc:hfgp6pj3akhqxntgqwramlbg/app.bsky.feed.post/3mlr4xpnbqc2w,blowdart.me,,"“symptoms of hantavirus infection can include fever, extreme fatigue, muscle aches, stomach pain”

Oh? So return to office and the hantavirus are very similar.",2026-05-13T20:21:59.310Z,0,23,4
at://did:plc:d2vbdnxrv6yb7hrrvusocclq/app.bsky.feed.post/3mlrelmrqms2t,alun.pw,blowdart.me,"Except that hantavirus allows you to stay at home, so it has that going for it.",2026-05-13T22:38:23.592Z,1,0,0
at://did:plc:cyddt6zzenrf2tfncggrhovi/app.bsky.feed.post/3mlrixchvhs2o,theworldsgreatestwriter.com,,"A solution for this hantavirus problem: if you go on a cruise, you may never return to land. The ocean is your home now",2026-05-13T23:56:30.404Z,0,89,10
at://did:plc:3ocf4yrao7zwr77mwq2cj75o/app.bsky.feed.post/3mlrj4byk422h,smallupsetter.bsky.social,theworldsgreatestwriter.com,argh matey,2026-05-13T23:59:17.673Z,1,2,0
at://did:plc:22rxwfvurvf2lf2fdnolu7qn/app.bsky.feed.post/3mls76nr3w22z,queerash.bsky.social,,"wow a real W for nominative determinism, can't believe someone would name their child Hantavirus",2026-05-14T06:34:19.440Z,0,45,8
at://did:plc:yh5q255e6e7xlowzpu5gaba6/app.bsky.feed.post/3mlsgxj4ao22r,toyfu332.bsky.social,queerash.bsky.social,What's that? Someone from Britain refusing to take a deadly and highly contagious disease seriously?,2026-05-14T08:53:29.580Z,1,0,0
at://did:plc:22rxwfvurvf2lf2fdnolu7qn/app.bsky.feed.post/3mls777dhz22z,queerash.bsky.social,queerash.bsky.social,Hantavirus Brit I believe was a side character in Great Expectations,2026-05-14T06:34:37.869Z,1,13,1
at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mlr4twdz622c,who.int,,"Latest update on what we know, what has been done, WHO’s risk assessment and advice on the #hantavirus cluster linked to MV Hondius https://bit.ly/4d9Moya",2026-05-13T20:19:51.185669076Z,0,56,24
at://did:plc:iksc2l6epi2quklzgx2bd3sm/app.bsky.feed.post/3mlr7cachc22v,roereman.bsky.social,who.int,"""this page can not be found""",2026-05-13T21:03:39.809Z,1,0,0
at://did:plc:iksc2l6epi2quklzgx2bd3sm/app.bsky.feed.post/3mlr76zq63k2v,roereman.bsky.social,who.int,Link goes nowhere...,2026-05-13T21:01:52.255Z,1,0,0
at://did:plc:yvrzhyl4t6plakut7n5wsnem/app.bsky.feed.post/3mlrasa56m22t,saunieindiego.bsky.social,roereman.bsky.social,It worked for me www.who.int/emergencies/...,2026-05-13T21:30:30.249Z,2,0,0
at://did:plc:a5tcbvyxnq7xrumtyk67ok2x/app.bsky.feed.post/3mlr4xk5bvk2j,q9f.bsky.social,who.int,This page cannot be found,2026-05-13T20:21:53.543Z,1,6,0
at://did:plc:yvrzhyl4t6plakut7n5wsnem/app.bsky.feed.post/3mlrasmurl22t,saunieindiego.bsky.social,q9f.bsky.social,It worked for me www.who.int/emergencies/...,2026-05-13T21:30:43.605Z,2,0,0
at://did:plc:a5tcbvyxnq7xrumtyk67ok2x/app.bsky.feed.post/3mlrawpexbc2x,q9f.bsky.social,saunieindiego.bsky.social,Not here (France),2026-05-13T21:33:00.435Z,3,0,0
at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3mlo46sdfxm2e,aljazeera.com,,Experts say the transmission of hantavirus between humans is so rare that a pandemic is nearly 'impossible' https://aje.news/grz39o,2026-05-12T15:30:03.819Z,0,64,16
at://did:plc:vi4g3ft445fxnbr3hu3zp3ee/app.bsky.feed.post/3mloibnktic2f,solidarity5ever.bsky.social,aljazeera.com,Do people WANT this to become a pandemic? Why is everyone acting like experts are lying or not experts? Anti-intellectualism is ugly here too.,2026-05-12T19:06:24.622Z,1,2,0
at://did:plc:vg7n7vtbttva53g5qv6rfmza/app.bsky.feed.post/3mlo5e3d4kc24,ravenalessia.bsky.social,aljazeera.com,"It will be rare until it happens and when the virus mutates, as COVID did, it will spread and become a pandemic.

Instead of giving people a false sense of security, Experts should be working on ways to prevent the pandemic.",2026-05-12T15:50:54.998Z,1,2,0
at://did:plc:vi4g3ft445fxnbr3hu3zp3ee/app.bsky.feed.post/3mloak6hck22f,solidarity5ever.bsky.social,ravenalessia.bsky.social,Coronaviruses already spread easily. You should be as worried about hantavirus mutating and becoming a pandemic as you are literally every other virus that you never think or worry about.,2026-05-12T16:48:00.832Z,2,3,1
at://did:plc:vanebi4ozaabntgaqpa7fitk/app.bsky.feed.post/3mlp4zk6op222,noelf79.bsky.social,aljazeera.com,I wont be taking that risk,2026-05-13T01:17:41.221Z,1,0,0
at://did:plc:tytf5b3eyiexdiaqfb5vnpm2/app.bsky.feed.post/3mlo4samk7c2u,baroda.bsky.social,aljazeera.com,So all of the people that were infected got it directly from rodents? 🤔,2026-05-12T15:40:56.570Z,1,2,0
at://did:plc:tgtcj5ltldb7sfprfrcckdzh/app.bsky.feed.post/3mlofo7rr3k2z,b-rad-gluckman.bsky.social,aljazeera.com,Then why did a pandemic breakout on a medium sized cruise ship?,2026-05-12T18:19:45.150Z,1,1,0
at://did:plc:mf72jwrvs7eqthvw4m6ardkz/app.bsky.feed.post/3mlops6oyss2b,bourbonmonk.bsky.social,aljazeera.com,Didnt we all see those cruise people get on a handful of planes and sprinkled all across the nation and hear of flight attendants catching cases? How can both be true?,2026-05-12T21:20:55.647Z,1,0,0
